name,cycles,treasurer_name,committee_type,committee_type_full,filing_frequency,designation,designation_full,organization_type,organization_type_full,party,party_full,state,committee_id,candidate_ids,first_file_date,last_file_date,last_f1_date
FRIENDS OF MATT ROWE,"{2016,2018}","SALLER, BRUCE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00612663,H6VA01174,3/22/16,1/19/18,3/22/16
MUMPOWER FOR CONGRESS COMMITTEE,{2008},DR JOSEPH DUNN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00440800,H8NC11079,11/1/07,12/22/08,11/1/07
SANCHEZ 2000,"{2000,2002,2004,2006,2008}","Sanchez, Robert P. Mr.",H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CT,C00359372,H0CT04104,6/30/00,10/19/07,10/14/04
FRIENDS OF JIM BROYLES,"{1992,1994,1996}",MIRIAM PATRICIA BROYLES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00261578,H2TX11038,2/26/92,8/2/96,3/12/96
DR WILLIAM D HORTON FOR CONGRESS,"{1996,1998}",WILLIAM D HORTON PSY D,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00311746,H6IN01132,1/29/96,9/11/97,1/29/96
KANE FOR CONGRESS,"{1978,1980,1982}",JACK FELZER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00086447,H8PA07044,2/2/78,6/11/81,2/2/78
JOHN MORGANELLI FOR CONGRESS COMMITTEE,{2018},"BARRON, STEPHEN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00665042,H8PA15278,1/7/18,7/24/18,1/7/18
ROOSEVELT FERGUSON FOR CONGRESS,"{1980,1982}",WILMA JEAN COMPTON,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00136267,H0VA09022,9/26/80,12/3/81,9/26/80
BEST 4 CONGRESS,{2012},RUSSELL BEST,H,House,T,P,Principal campaign committee,,,IAP,INDEPENDENT AMERICAN PARTY,NV,C00536276,H0NV02167,11/6/12,12/7/12,11/6/12
FRIENDS OF MATT GOETTEN,"{2012,2014}","GOETTEN, NORBERT",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00506600,H2IL13096,11/23/11,2/12/13,7/9/12
MARK BUSCH FOR CONGRESS,"{2016,2018}",NOEL H BUSCH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00609305,H6FL07124,2/17/16,4/26/18,2/17/16
KNOLLENBERG-PAPPAGEORGE JOINT FUND,{1994},ROBERT L HALLMARK,H,House,T,J,Joint fundraising committee,,,,,MI,C00292706,"H2MI11042,H2MI12032",4/18/94,7/8/94,4/18/94
RANDY CROW FOR NC US HOUSE #7,{2010},RANDOLPH W CROW,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00477174,,3/1/10,6/29/10,3/1/10
DAVID E HUNSICKER FOR CONGRESS,"{1986,1988,1990,1992,1994,1996}",DAVID HUNSICKER,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00197376,H6TX21020,8/21/85,1/3/95,2/26/87
BANKEN FOR CONGRESS COMMITTEE,{1992},TRAVIS K DAVIS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00265736,H2KY01036,4/15/92,8/28/92,4/28/92
STEPHEN FOR CONGRESS COMMITTEE,"{1990,1992,1994,1996}",JOCELYNE CHAMPAGNE,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00237347,H0NH01092,7/5/89,5/15/96,7/14/90
CITIZENS FOR BONGINO,"{2016,2018}","WILDER, GREGORY B",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00619320,H6FL19095,6/7/16,1/10/17,8/17/16
MIKI BOOTH FOR CONGRESS,{2010},CHARLES WOLTZ,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,OK,C00475020,H0OK02178,1/25/10,8/3/10,3/15/10
HOPE FOR CONGRESS,"{2014,2016,2018,2020}","HOPE, PATRICK A",H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00555698,H4VA08216,1/28/14,4/14/19,4/18/16
ARNIE ZALER FOR CONGRESS COMMITTEE,{1992},ROBERT A LEWIS,H,House,T,P,Principal campaign committee,,,,,AZ,C00263335,H2AZ00018,3/25/92,12/11/92,4/15/92
RJ HARRIS 2010,"{2010,2012}",VICKI RANDOLPH,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OK,C00458992,H0OK04133,2/10/09,2/3/11,2/10/09
HELLMANN FOR CONGRESS COMMITTEE,"{1996,1998}",JAMES P HELLMANN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IN,C00314955,H6IN07196,3/7/96,1/16/98,3/7/96
DALE BRUEGGEMANN FOR CONGRESS,"{2012,2014,2016}",KELLIE HERNANDEZ,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00497867,H2TX28040,6/21/11,11/12/15,10/12/11
RON DICKLICH FOR CONGRESS VOLUNTEER COMMITTEE,{1984},RANDOLPH W PETERSON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MN,C00174219,H4MN08018,12/28/83,2/28/85,12/28/83
DOUG MAINS FOR CONGRESS,"{1996,1998}",JAMES E MATHIESON,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,IL,C00314005,H6IL14103,2/23/96,6/13/97,2/23/96
FRIENDS OF MIKE KAVOUKLIS,"{1984,1986,1988,1990,1992}",MARK GARCIA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00185595,H4FL07012,5/29/84,2/28/92,8/13/91
KEN DUNCAN FOR CONGRESS,{2012},NINA DENISE SIMMONS,H,House,T,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,TX,C00518126,H2TX00130,4/5/12,12/4/12,4/5/12
CITIZENS FOR DAVID J LIONETT,{1992},PETER J DAWSON,H,House,T,A,Authorized by a candidate,,,REP,REPUBLICAN PARTY,MA,C00265868,H2MA03026,4/15/92,5/15/92,5/12/92
COMMITTEE TO ELECT RICHARD LEWIS,{1992},RICHARD A LEWIS,H,House,T,P,Principal campaign committee,,,,,KY,C00265165,H2KY03099,4/11/92,11/13/92,4/27/92
VICTOR ELIZALDE FOR CONGRESS,"{2004,2006,2008,2010}",RENITA LLOYD-SMITH,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00393421,H4CA30073,1/31/04,1/14/09,12/5/04
JONATHAN HAVENS FOR CONGRESS,"{2018,2020}","HAVENS, ANNA",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00662551,H8TX02182,12/5/17,2/26/19,12/5/17
BOB BURK CAMPAIGN FUND,"{1984,1986,1988,1990,1992}",ROBERT W BURK,H,House,T,P,Principal campaign committee,,,,,TX,C00188631,H4TX24052,8/6/84,9/20/91,3/23/87
COMMITTEE TO ELECT JOHN PINKERTON FOR U S CONGRESS,"{2012,2014}",SHARON J PINKERTON,H,House,T,P,Principal campaign committee,,,UNK,UNKNOWN,CA,C00518407,H2CA00138,3/28/12,8/7/12,5/7/12
BOWMAN FOR CONGRESS,"{1996,1998}",TIMOTHY FELDHAUS,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KY,C00316273,H6KY04080,4/1/96,3/14/97,4/1/96
COMMITTEE TO ELECT ARUN JHAVERI FOR CONGRESS,{2016},"JHAVERI, ARUN",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WA,C00611624,H6WA07466,3/11/16,11/1/16,10/19/16
DEBBIE ALSFELDER FOR CONGRESS,"{2010,2012}",ROBERT F ALSFELDER JR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,OH,C00481754,H0OH02113,4/19/10,6/16/11,4/19/10
GREG NEUBECK FOR CONGRESS CAMPAIGN COMMITTEE,"{1986,1988,1990}",RICHARD K VOEHL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00198473,H6FL01010,10/21/85,1/19/90,9/9/86
FRIENDS OF PHIL JANOWICZ,"{2018,2020}","DAHL, DENNIS",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00638478,H8CA39133,4/25/17,1/31/19,6/30/17
ROSE FOR CONGRESS,{2010},SARAH D MATHEWS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00467498,H0KS03129,9/24/09,10/29/09,9/24/09
GREG SCHULTZ COMMITTEE TO ELECT,"{1998,2000}",GREGORY R SCHULTZ,H,House,A,P,Principal campaign committee,,,REF,REFORM PARTY,AZ,C00338228,H8AZ02078,7/2/98,6/29/00,8/25/98
DOLAN FOR US CONGRESS,{1994},JANICE M HAYES,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00289447,H4PA18107,2/15/94,8/26/94,2/15/94
BROWN FOR CONGRESS,"{1988,1990}",LOLA J TOOM,H,House,T,P,Principal campaign committee,,,,,OH,C00229484,H8OH13055,7/5/88,6/9/89,7/5/88
MORTMEIERFORCONGRESS.COM,"{2006,2008}",RAYFIELD DONALD MONSIE JR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OH,C00427443,H0OH08060,8/14/06,3/20/07,8/14/06
ZWONITZER FOR CONGRESS,{2008},WILLIAM ROBERT DINNEEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WY,C00446542,H8WY01047,3/5/08,5/20/08,3/5/08
RON SANTA FOR CONGRESS,"{1998,2000}",SUZANNE M SANTA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,RI,C00332940,H8RI01068,1/23/98,8/11/00,7/14/00
FRIENDS OF KEITH SWANK,{2020},"SWANK, KEITH",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WA,C00700161,H2WA08166,3/25/19,4/15/19,3/25/19
STAPLES 2000,"{2000,2002}",JEFF SHERMAN,H,House,A,P,Principal campaign committee,,,LIB,LIBERTARIAN PARTY,ME,C00363176,H0ME01085,10/29/00,10/26/01,10/29/00
BRICKLEY FOR CONGRESS COMMITTEE,"{1988,1990}",HELEN K CRAM,H,House,T,P,Principal campaign committee,,,,,VA,C00228064,H8VA08068,5/23/88,9/8/89,12/6/88
SIMONETTA FOR CONGRESS,{2004},CHERIE M GIESSMAN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00386714,H4FL13036,5/2/03,2/17/04,5/2/03
SLATTERY FOR CONGRESS COMMITTEE,"{1982,1984,1986,1988,1990,1992,1994,1996}",MIKE VAN DYKE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,KS,C00148692,H2KS02010,1/13/82,6/8/95,7/26/88
CHAPHE FOR CONGRESS COMMITTEE,"{1978,1980}",JANET HALLEY,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MA,C00099481,H8MA02033,6/26/78,4/20/79,7/10/78
VOTE MATTHEW C WALDREN,"{2014,2016,2018}",MATTHEW C WALDREN,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IA,C00561894,H4IA02059,4/21/14,4/26/18,4/21/14
YOUNTS FOR CONGRESS COMMITTEE,{2010},TARA YOUNTS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00465831,H0TX11115,8/19/09,4/29/10,8/19/09
MESHEA POORE FOR WEST VIRGINIA,"{2014,2016,2018,2020}",DAVE PENCE,H,House,Q,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,WV,C00546929,H4WV02106,7/15/13,4/16/19,7/15/13
DAN LLOYD FOR CONGRESS COMMITTEE,"{1984,1986}",STEPHEN MCFARLAND,H,House,T,P,Principal campaign committee,,,,,PA,C00184226,H4PA20038,9/17/84,11/8/85,
JULIAN C DIXON - DEMOCRAT FOR CONGRESS,"{1978,1980,1982,1984,1986,1988,1990,1992,1994,1996,1998,2000,2002}",HERBERT L CARTER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00088666,H8CA28029,3/6/78,12/21/01,12/26/84
FL-13 CONGRESSIONAL VICTORY COMMITTEE,{2006},"Ward, Christopher J.",H,House,T,J,Joint fundraising committee,M,Membership Organization,,,DC,C00412981,,7/8/05,10/6/06,10/1/06
ELECT LARRY GUY HAMMOND TO CONGRESS,{2018},"HAMMOND, LUGENE LEE",H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,SC,C00676551,H8SC07071,4/17/18,6/18/18,4/17/18
BENNETT 2008,"{2008,2010}","EICHENWALD, JEANETTE",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00434514,H8PA15153,4/30/07,6/18/09,9/29/08
FRIENDS OF HOLLENBECK FOR CONGRESS,"{2000,2002}",ROGER MACKIE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00361378,H0MI04074,8/28/00,1/17/03,9/10/02
TEAM 2012,{2012},LISA LISKER,H,House,T,J,Joint fundraising committee,,,,,VA,C00493817,"H0IL10302,H0MI02094,H0NY13074,H0NY19139,H0OH16097,H0VA05095,H0WI07051,H2NM02126,H4AZ06045,H4PA08074,H4TX28046,H8OH15076",3/4/11,2/7/12,3/4/11
LAURA FERGUSON FOR CONGRESS COMMITTEE,{1982},JESSES R JOHNSON,H,House,A,P,Principal campaign committee,,,,,UT,C00147140,H2UT03017,11/24/81,11/24/81,11/24/81
BOLIVER FOR CONGRESS,{2002},JANEEN ANNE BOLIVER,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IA,C00376707,H2IA04091,4/15/02,9/27/02,4/15/02
MATT SCHAFFER CAMPAIGN COMMITTEE,"{1982,1984,1986}",THOMAS E DENNARD JR,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,GA,C00147843,H2GA01041,12/15/81,10/9/86,10/9/86
COMMITEE TO ELECT NORVILLE HENDRIETH,"{1980,1982}",JAMES S. COOK,H,House,A,P,Principal campaign committee,,,,,MI,C00132407,H0MI13109,7/28/80,7/28/80,7/28/80
HARTKE FOR CONGRESS,"{2008,2010}",ANITA HARTKE,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,VA,C00444810,H8VA07045,1/28/08,9/30/10,2/12/08
BRODIE FOR CONGRESS,{1994},LESLIE HARKER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00291864,H8CA26023,3/30/94,10/21/94,3/30/94
WILHELM FOR CONGRESS,"{2010,2012}",JIM WILHELM,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,MD,C00480020,H0MD03147,4/2/10,2/2/12,4/2/10
RICCARDI FOR CONGRESS,{2004},MICHAEL ANTHONY RICCARDI,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VA,C00388991,H4VA08117,7/31/03,11/4/04,7/31/03
HAHN FOR CONGRESS,"{1998,2000,2002,2004}",MARY ELLEN PADILLA,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00334797,H8CA36097,3/10/98,6/8/04,3/10/98
ELLEN TAUSCHER FOR CONGRESS,"{1996,1998,2000,2002,2004,2006,2008,2010}",KIRK ALAN  PESSNER MR.,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00310706,H6CA10088,1/10/96,9/22/09,8/12/03
BAKER FOR CONGRESS 2018,"{2018,2020}","ANAST, SHEENA",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,AZ,C00664003,H8AZ08166,12/24/17,12/24/17,12/24/17
KLEIN FOR CONGRESS,{1998},LINH NGUYEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00335794,H8CA36105,4/10/98,7/31/98,4/10/98
JIM MCVEAY FOR CONGRESS,{1988},JAMES DAVID MCVEAY,H,House,T,P,Principal campaign committee,,,,,MS,C00222539,H0MS05036,2/10/88,2/3/89,2/10/88
SHEILA BAIR FOR CONGRESS COMMITTEE,{1990},MIKE BALDASSARO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KS,C00242651,H0KS05082,3/13/90,2/20/91,3/13/90
TEDESCHI FOR CONGRESS,"{2000,2002}",HUBERT KLEIN CPA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00358887,H0NJ09101,6/14/00,7/21/02,6/14/00
MCMICHAEL FOR CONGRESS 2016,{2016},RACHELLE N ELKINS,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00592428,H6TX08183,11/17/15,11/3/16,11/17/15
VISION 2009,"{2010,2012,2014}",SAMUEL GAILLARD,H,House,A,P,Principal campaign committee,,,,,MD,C00468330,,10/13/09,6/3/13,10/13/09
IGNACIO J GARCIA FOR CONGRESS,"{2000,2002}",DONALD BAYLISS-JACOBS,H,House,A,P,Principal campaign committee,,,IND,INDEPENDENT,OH,C00343954,H0OH15057,3/22/99,6/18/02,3/22/99
GARGAN FOR CONGRESS,"{2002,2004}",BESS WATSON,H,House,T,P,Principal campaign committee,,,IND,INDEPENDENT,FL,C00379594,H8FL05082,7/3/02,1/17/03,7/3/02
ALLEN FOR CONGRESS 1982,{1982},WILLIAM DEAN ALLEN SR,H,House,A,P,Principal campaign committee,,,,,TX,C00145896,H0TX09010,10/14/81,8/9/82,10/14/81
PARKER FOR CONGRESS,{2002},THOMAS C PADGETT,H,House,T,A,Authorized by a candidate,,,LIB,LIBERTARIAN PARTY,GA,C00374074,H2GA11156,2/20/02,11/15/02,2/20/02
REX4USCONGRESS2018,{2018},"BERRY, REX NEIL MR",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OK,C00671578,,2/27/18,4/10/18,4/3/18
HENDRIKSEN FOR CONGRESS COMMITTEE,"{1986,1988}",NANCY E GALLAGHER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,OR,C00202374,H6OR04039,2/5/86,2/19/88,2/5/86
RON WALLACE FOR CONGRESS COMMITTEE,"{2012,2014,2016,2018}",S RON WALLACE,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00507301,H2IL09128,12/8/11,4/26/18,12/9/11
D G MARTIN FOR CONGRESS '86,"{1986,1988}",JAMES R HUNTER,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NC,C00200576,H4NC09049,12/19/85,12/16/88,12/19/85
STAATS FOR CONGRESS,"{2012,2014,2016,2018}",BETHANY SMITH STAATS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TN,C00521922,H2TN05271,5/25/12,7/27/17,5/25/12
GUS SAVAGE FOR CONGRESS,"{1980,1982,1984,1986,1988,1990,1992,1994,1996,1998}",JOHNNY C SMITH,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,IL,C00110536,H0IL02010,6/18/79,9/11/97,6/28/79
JOE MISIR FOR CONGRESS,"{1996,1998,2000}",JOE MISIR,H,House,A,P,Principal campaign committee,,,,,NY,C00324533,H6NY06117,10/28/96,6/29/00,
BERT GARZA FOR CONGRESS,"{1992,1994}",HUMBERTO JUAN GARZA,H,House,T,P,Principal campaign committee,,,,,TX,C00257774,H2TX14032,12/30/91,4/22/94,12/30/91
RYAN COSTELLO FOR CONGRESS,"{2014,2016,2018,2020}","DEXTER, LINDA R",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,PA,C00554899,H0PA06076,1/16/14,4/15/19,3/23/18
BERNITT FOR CONGRESS COMMITTEE,{2010},SCOTT CHRISTOPHER TIBBS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00478826,H0IN08171,3/19/10,8/10/10,3/22/10
CLEM BURNS FOR CONGRESS COMMITTEE,"{1988,1990}",JAMES J HENNELLY,H,House,T,P,Principal campaign committee,,,,,MO,C00219238,H8MO02042,11/23/87,7/6/90,6/22/90
JOEL MARCHESE FOR CONGRESS,"{2014,2016}",MAHA G MOUSA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,CA,C00547745,H4CA53042,8/5/13,3/9/15,8/5/13
SKINNER FOR CONGRESS 06,"{2006,2008,2010}",CHUCK SKINNER,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MI,C00419820,H6MI09146,2/14/06,4/28/09,9/15/06
'83 FOR '18,"{2018,2020}","JARBOE, AARON",H,House,Q,J,Joint fundraising committee,,,,,MD,C00678425,,5/9/18,4/12/19,1/24/19
SHEA FOR CONGRESS,"{1992,1994}",PATRICK O'DONNELL,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NY,C00256644,H0NY09056,12/3/91,7/30/93,4/20/92
FRIENDS OF DON WEBB,{2014},DON WEBB,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NC,C00546291,H4NC06060,6/28/13,7/28/14,7/18/14
WOODS FOR CONGRESS CAMPAIGN,"{2000,2002}",OSCAR LANMAN,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,AL,C00362657,H0AL02061,10/11/00,10/26/01,10/11/00
WATSON FOR CONGRESS,"{1982,1984,1986,1988,1990,1992,1994}",PATRICIA T WATSON,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,KY,C00159178,H0KY02012,7/15/82,8/6/93,8/8/83
NUESSEN FOR CONGRESS,{1980},LARRY D EHMEN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00119909,H0IL20020,1/25/80,11/20/80,1/25/80
BOB  SAFFOLD  FOR CONGRESS COMMITTEE,"{2004,2006}",JOHN E UMSTEAD,H,House,A,P,Principal campaign committee,,,,,OH,C00406132,H8OH11117,9/20/04,11/10/05,9/20/04
COMMITTEE TO ELECT PETE ROSS,{1996},SARAH DENBO,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IN,C00313502,H6IN07162,2/22/96,2/5/97,2/22/96
COMMITTEE TO DRAFT TONASKET FOR CONGRESS,{1980},FRANCIS W SOMDAY,H,House,T,A,Authorized by a candidate,,,,,WA,C00114793,H8WA05037,10/15/79,7/31/80,11/2/79
JUDGE JOHN BRAXTON FOR CONGRESS,"{1996,1998,2000}",WAYNE O LEEVY,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,PA,C00306233,H6PA01132,9/15/95,6/29/00,4/8/96
VINCE VESTA FOR CONGRESS-80,"{1980,1982}",FREDERICK C VORTANZ,H,House,A,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,WI,C00136150,H8WI07013,7/29/80,12/3/81,7/29/80
NAOMI ANDREWS FOR CONGRESS,{2018},"ANDREWS, AMANDA",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NH,C00678532,H8NH01285,5/10/18,11/5/18,5/10/18
CHRIS EDWARDS FOR CONGRESS,"{2012,2014,2016,2018,2020}","EDWARDS, CHRISTOPHER",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NV,C00511667,H2NV01207,2/6/12,4/12/19,12/9/12
1994 UTAH SOCIALIST WORKERS CAMPAIGN,"{1994,1996,1998}",BARBARA GREENWAY,H,House,A,P,Principal campaign committee,,,,,UT,C00293464,H4UT03088,4/29/94,9/11/97,
COMMITTEE TO ELECT KENNETH G BELLEVUE,"{1980,1982}",A GEORGE BELLEVUE,H,House,A,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,MA,C00130138,H0MA06023,6/20/80,12/3/81,6/20/80
ROBERT NEELD FOR CONGRESS,"{2016,2018}",ROBERT M NEELD,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00620211,H4FL14091,6/20/16,12/1/18,6/20/16
PRYCE FOR JUDGE COMMITTEE,{1992},WILLIAM L CURLIS,H,House,T,A,Authorized by a candidate,,,,,OH,C00268532,H2OH15046,5/19/92,7/15/92,7/2/92
ARCHER FOR CONGRESS,"{2012,2014}",JASON STEWARD,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IA,C00498402,H2IA02053,7/1/11,1/25/13,10/15/12
DAVID HALE FOR CONGRESS,"{2014,2016}",DAVID J HALE JR,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,IL,C00553826,H4IL16020,12/12/13,4/21/16,1/22/14
MIKE JACOBS FOR CONGRESS COALITION,"{1984,1986}",MIKE JACOBS,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,VT,C00187302,H4VT00025,7/11/84,3/17/86,3/6/85
INGERSOL FOR CONGRESS,{2014},NANCY L WARREN,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CA,C00559955,H4CA11123,3/20/14,7/10/14,3/20/14
DARYL G MCLAIN FOR CONGRESS,"{2002,2004}",BRUCE MCMENEMY CPA,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00377804,H2FL24029,5/4/02,10/20/04,6/20/02
COMITE ELECCION CARLOS ROMERO-BARCELO COMO COMISIONADO RESIDENTE INC (92),"{1992,1994}",CESAR R MOLINA,H,House,T,A,Authorized by a candidate,,,IND,INDEPENDENT,PR,C00260554,H2PR00016,2/11/92,2/24/95,10/4/94
THE CONGRESSMAN JOE BARTON COMMITTEE,"{1986,1988,1990,1992,1994,1996,1998,2000,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020}","BARTON, KRISTIN E",H,House,Q,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,TX,C00195065,H4TX06117,4/24/85,4/8/19,7/12/17
JOHN SALAZAR FOR CONGRESS,"{2004,2006,2008,2010,2012}","AUTOBEE, TOM V",H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,CO,C00393033,H4CO03167,11/28/03,5/17/11,12/14/10
JOHN HILL FOR CONGRESS COMMITTEE,"{2002,2004}",MICHAEL W MONAHAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,FL,C00379347,H2FL13154,6/24/02,2/7/03,6/24/02
LAPOLLA FOR CONGRESS INC,"{2000,2002,2004}",ROBERT J TRAVISANO,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,NJ,C00352856,H0NJ07121,1/24/00,6/19/03,8/15/01
BUCKLER FOR CONGRESS COMMITTEE,"{1982,1984}",FRANCIS L DOUGAN,H,House,T,P,Principal campaign committee,,,REP,REPUBLICAN PARTY,NJ,C00162826,H2NJ06012,10/13/82,8/17/84,10/15/82
COMMITTEE TO ELECT SHIRLEY GIBSON FOR CONGRESS,"{2010,2012}",SIDNEY C CALLOWAY,H,House,T,P,Principal campaign committee,,,DEM,DEMOCRATIC PARTY,FL,C00460998,H0FL17084,4/14/09,3/24/11,4/14/09
COMMITTEE TO ELECT BRIAN ''RYAN B'' DOYLE TO CONGRESS,"{2010,2012}",DARRYL NETTLES,H,House,A,A,Authorized by a candidate,,,DEM,DEMOCRATIC PARTY,SC,C00473199,H8SC03062,1/4/10,3/13/12,3/13/12
MARTINSON FOR CONGRESS,"{1978,1980,1982}",ELLEN MARTINSON,H,House,A,P,Principal campaign committee,,,LAB,U.S. LABOR PARTY,IN,C00098236,H8IN01054,6/22/78,11/4/81,7/26/78
